"id","name","city","grade","address","activeOffers","hasPhoto","hasCoordinates","website","flags","closedStatus","suburbStatus"
"9064ab03-0880-4ada-8dd8-276a2f69c438","Hijinx Hotel","adelaide","B","Rundle Place Level 1, Adelaide SA 5000","1","false","true","https://www.rundlemall.com/stores-and-services/hijinx-hotel/","No rights-cleared hero","Not independently established; no deletion","Not independently re-geocoded"
"9c2ac0e1-3fb1-4bf1-8de0-cc07f5cd3f98","Jimmy's Bar & Grill","adelaide","A","12 Grenfell Street, Basement, Adelaide SA 5000","1","false","true","https://jimmysbar.com.au/","No rights-cleared hero","Not independently established; no deletion","Not independently re-geocoded"
"c7cf1cf4-32ed-4dce-8da6-6803dd80451a","Just Brows & Beauty","adelaide","B","Lower Ground Floor, Rundle Place, 77-91 Rundle Mall, Adelaide SA 5000","0","false","true","https://www.rundleplace.com.au/shop/just-brows-beauty-02e4c","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"3fcdcd7b-0377-49e0-936c-e09550a4728c","L'Occitane","adelaide","B","Ground Floor, Rundle Place, 77-91 Rundle Mall, Adelaide SA 5000","0","false","true","https://www.rundleplace.com.au/shop/loccitane","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"f3d1a6f6-f6f1-49da-893c-b6fd27a8dd82","Leigh Street Wine Room","adelaide","C","","0","false","false","https://www.leighstreetwineroom.com/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"e6b55e10-744a-43aa-9309-8b0a43f48bee","Nando's","adelaide","C","SA","0","false","true","https://www.nandos.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"872fc494-9c6d-4687-877e-1355be090e6f","Nature Play SA","adelaide","C","South Australia","0","false","false","https://natureplaysa.org.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"37554f7b-45f7-4e02-8042-5f1f00956ef3","NOLA Adelaide","adelaide","C","","0","false","false","https://www.nolaadelaide.com/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"2572679a-8f4f-4942-9cb8-6cdbf683cfd1","Nude Lucy","adelaide","B","Ground Floor, Rundle Place, 77-91 Rundle Mall, Adelaide SA 5000","0","false","true","https://www.rundleplace.com.au/shop/nude-lucy","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"406f43fb-39b0-4fd7-88d1-edcf6c2ae50e","OPSM","adelaide","A","50 Rundle Mall, Adelaide SA 5000","1","false","true","https://www.rundlemall.com/stores-and-services/opsm-rundle-mall/","No rights-cleared hero","Not independently established; no deletion","Not independently re-geocoded"
"1ea91a45-0ab8-4f59-9f3b-6568bd744e31","Oxford","adelaide","B","Ground Floor, Rundle Place, 77-91 Rundle Mall, Adelaide SA 5000","0","false","true","https://www.rundleplace.com.au/shop/oxford","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"3d045d49-8547-46df-b1fc-70f235892158","OZ Hair and Beauty","adelaide","B","Lower Ground Floor, Rundle Place, 77-91 Rundle Mall, Adelaide SA 5000","0","false","true","https://www.rundleplace.com.au/shop/oz-hair-and-beauty","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"5feb3a60-0a1e-48b6-9b12-29aded48f5ce","Press* Food & Wine","adelaide","C","","0","false","false","https://www.pressfoodandwine.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"ddad870e-6414-4960-9f50-4df690c1bf4f","Rundle Mall","adelaide","C","Gawler Place Intersection, Rundle Mall, Adelaide SA","1","false","true","https://www.rundlemall.com/","No rights-cleared hero; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"cb5aa08f-cf0a-4e5d-b79d-5700bf6fa8df","Rundle Mall Plaza","adelaide","B","Rundle Mall Plaza, 50 Rundle Mall, Adelaide SA","0","false","true","https://www.rundlemallplaza.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"ac8e7fa7-2758-4788-a03f-924b3bc5fc6a","South Australian Museum","adelaide","A","North Terrace, Adelaide SA","1","false","true","https://www.samuseum.sa.gov.au/","No rights-cleared hero; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"f5090e94-4e59-47e6-8f7f-0fb85b70cc2b","Specsavers","adelaide","B","11-13 Rundle Mall, Adelaide SA 5000","0","false","true","https://www.rundlemall.com/stores-and-services/specsavers/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"18b795cb-bedb-4adb-8621-01ecaf80d19f","Stella Restaurant","adelaide","B","2/257 Seaview Road, Henley Beach SA 5022","1","false","true","https://stellarestaurant.com.au/","No rights-cleared hero","Not independently established; no deletion","Not independently re-geocoded"
"0147c045-17f4-40b3-8783-f33f99814bbe","Strike Bowling","adelaide","B","Level 1, Rundle Place, 77–91 Rundle Mall, Adelaide SA","0","false","true","https://www.rundlemall.com/stores-and-services/strike-bowling/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"2c24b905-4294-4a15-b860-1491b6903d71","Tarocash","adelaide","B","Shop 17, Rundle Mall, Adelaide SA","0","false","true","https://www.rundlemall.com/stores-and-services/tarocash/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"0822f2ca-c242-4ddf-9adb-60b9a2309a16","The Astor Hotel","adelaide","C","","0","false","false","https://theastor.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"432737aa-a301-426f-abf0-7ea93f04ac6d","The Black Bull Hotel","adelaide","C","","0","false","false","https://blackbullhotel.com.au/contact-us/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"5e765de0-6b0f-4ccf-96ac-402d5496ed7b","The British Hotel North Adelaide","adelaide","C","","0","false","false","https://www.britishhotel.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"cbc25336-5563-4332-916a-5f70c36e83d4","The Crafers Hotel","adelaide","C","SA","0","false","true","https://www.crafershotel.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"cecf33a4-f2f3-43e3-8ff9-34ee2d867b40","The Duck Inn","adelaide","B","393 Main Road, Coromandel Valley SA 5051","0","false","true","https://duckinn.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"e5986edb-e32c-4edb-925f-fc20b512b01a","The Edinburgh Hotel","adelaide","C","","0","false","false","https://edinburgh.com.au/functions/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"49856d8f-29ad-4f2b-ac6e-1678722b1748","The Reserve Social","adelaide","A","141 Currie Street, Adelaide SA 5000","1","false","true","https://thereservesocial.com.au/","No rights-cleared hero","Not independently established; no deletion","Not independently re-geocoded"
"e4fffee9-1438-4fd7-90e9-614d35006f8f","The Woodville Hotel","adelaide","A","878 Port Road, Woodville South SA 5011","1","false","true","https://woodvillehotel.com.au/","No rights-cleared hero","Not independently established; no deletion","Not independently re-geocoded"
"e12dee82-f158-41b3-baaf-085b62320181","Two Pot Screamer","adelaide","C","","0","false","false","https://twopotscreamer.com.au/","No rights-cleared hero; No active offer; Address absent or area-only; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"33616e77-2421-47a9-b420-ffa217124c3b","Union Hotel","adelaide","A","70 Waymouth St, Adelaide SA 5000","1","true","true","https://www.theunionhotel.com.au/","","Not independently established; no deletion","Not independently re-geocoded"
"911769c8-d765-4ec8-84fb-d993051d7e1f","Adelaide Showground Farmers' Market","Adelaide","C","Adelaide Showground / temporary Goodwood Primary School pop-up","0","false","false","https://adelaidefarmersmarket.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"f342009d-1693-4f5e-85f9-27c00622697c","Bank Street Social","Adelaide","C","Adelaide, SA","0","false","false","https://www.bankstreetsocial.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"7ec62d24-8d55-4981-abd0-a8af44eb0480","City of Adelaide","Adelaide","C","Adelaide SA","0","false","false","https://www.cityofadelaide.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"cbb8bdb4-3b4b-496e-92c6-4b6f0d93f1f1","City of Charles Sturt","Adelaide","B","72 Woodville Road, Woodville SA 5011","0","false","false","https://www.charlessturt.sa.gov.au/","No rights-cleared hero; No active offer; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"a3b9d4c0-f2fe-476b-a4ff-57905195b943","City of Onkaparinga","Adelaide","C","City of Onkaparinga, SA","0","false","false","https://www.onkaparingacity.com/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"cb084b2e-4863-401a-ac9a-631c9c44fe2d","City of Playford","Adelaide","C","City of Playford, South Australia","0","false","false","https://www.playford.sa.gov.au/","No rights-cleared hero; No active offer; Address absent or area-only; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"fc34fe46-fdc5-49ed-9770-b5a35d0f8e8d","City of Unley Libraries","Adelaide","C","City of Unley, SA","0","false","false","https://www.unley.sa.gov.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"60aa4ff3-71fd-40dc-b0e7-934c2bf88c45","City of West Torrens","Adelaide","B","165 Sir Donald Bradman Drive, Hilton SA 5033","0","false","false","https://www.westtorrens.sa.gov.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"a5bcb195-546d-4040-ab3e-f0dd12f6eabd","Clarence Park Community Centre","Adelaide","B","72-74 East Avenue, Black Forest SA 5035","0","false","false","https://www.unley.sa.gov.au/Events-facilities/Facilities-venues/Community-Centres/Clarence-Park","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"5f428bf4-4a93-4fbc-a42c-4a1dd6b9395c","Dogs Day Out Mawson Lakes","Adelaide","B","Mobara Park & Denison Centre, Garden Terrace, Mawson Lakes SA 5095","0","false","false","https://www.dogsdayoutadl.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"1791e808-2342-41f5-98fe-ee376eef2a99","Green Adelaide","Adelaide","C","Adelaide metropolitan area","0","false","false","https://www.greenadelaide.sa.gov.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"8a7b3ad8-cdc3-4d61-8a93-b6a0e62314e0","Marina Pier","Adelaide","B","12 Holdfast Promenade, Glenelg SA 5045","0","false","false","https://www.marinapier.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"1e09908a-f536-4604-a6ac-4cc195c4eeca","Nailsworth Community Shed","Adelaide","B","31 D'Erlanger Avenue, Collinswood SA 5081","0","false","false","https://www.prospect.sa.gov.au/","No rights-cleared hero; No active offer; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"c0135a30-dca8-4bc9-b234-a8c865c6bbfb","Nature Festival SA","Adelaide","C","Adelaide, South Australia","0","false","false","https://www.naturefestival.org.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"7b0c577a-7bc0-4f21-809b-699869925a1d","Office for Recreation, Sport and Racing","Adelaide","C","Metropolitan Adelaide","0","false","false","https://orsr.sa.gov.au/get-active/growing-for-gold","No rights-cleared hero; No active offer; Address absent or area-only; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"9761bbe5-5c01-4205-a352-56cd9575d15a","Para Hills Community Hub","Adelaide","B","22 Wilkinson Road, Para Hills SA 5096","0","false","false","https://www.salisbury.sa.gov.au/community/community-centres/para-hills-community-hub","No rights-cleared hero; No active offer; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"89323fc9-bda9-407f-a3b3-a18ff96aa644","Payinthi","Adelaide","B","128 Prospect Road, Prospect SA 5082","0","false","false","https://www.prospect.sa.gov.au/community/venues-and-parks/payinthi","No rights-cleared hero; No active offer; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"b66ed77f-72c1-422e-817b-0c7e8d34ca0b","Payneham Library (Tirkandi)","Adelaide","B","2 Turner Street, Felixstow SA 5070","0","false","false","https://www.npsp.sa.gov.au/culture_and_lifestyle/libraries/locations_and_opening_hours","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"91d145b9-ed01-460c-9669-2217586004ee","Riverlea","Adelaide","B","Riverlea Park SA 5120","0","false","false","https://www.riverlea.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"1ff04945-6081-4969-bb17-f1a3bd060cce","RoofClimb Adelaide Oval","Adelaide","B","War Memorial Drive, North Adelaide SA 5006","0","false","false","https://roofclimb.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"1a6ac4b7-0d0c-4e53-9c22-6a6e938ad16e","Royal Adelaide Show","Adelaide","B","Adelaide Showground, Goodwood Road, Wayville SA 5034","0","false","false","https://www.theshow.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"13c77906-0e0e-40ec-aa25-de18ddb9ced7","Seaford Community Centre","Adelaide","B","32 Beachwood Grove, Seaford SA 5169","0","false","false","https://www.onkaparingacity.com/Community-facilities-support/Community-centres/Seaford-Community-Centre","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"521468ed-6912-4bc0-b548-21a182e0aeaa","SHANX Mini Golf Adelaide","Adelaide","C","Regency Park & Paralowie","0","false","false","https://shanxminigolf.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"5ccb5137-da3e-439a-9840-70162e6d72b4","Town of Walkerville","Adelaide","B","66 Walkerville Terrace, Gilberton SA 5081","0","false","false","https://www.walkerville.sa.gov.au/","No rights-cleared hero; No active offer; Website needs manual fetch review","Not independently established; no deletion","Not independently re-geocoded"
"f819ccf3-6fe3-4380-9c96-aba8f46e3507","Urban Market Co.","Adelaide","B","Burnside Town Hall, 401 Greenhill Road, Tusmore SA 5065","0","false","false","https://www.urbanmarketco.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"c9458f4e-3026-417c-b252-c50e4db4be7b","Bunnings Warehouse","australia-wide","C","","1","false","false","","No rights-cleared hero; Address absent or area-only; Category missing; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"1687c233-6165-450e-be22-6986ae7aff69","Aspley Sunset Motel","brisbane","B","9 Darwin Street, Aspley, QLD, 4034","0","false","true","https://aspleysunsetmotel.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"f71289b6-86b5-456a-b9a8-3dabfbbc7bba","Brisbane Botanic Gardens Mt Coot-tha","brisbane","C","Brisbane Botanic Gardens Mt Coot-tha, Toowong QLD","1","false","true","","No rights-cleared hero; Address absent or area-only; Category missing; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"beb63a6f-5d0d-4ece-a085-204d31b506d2","Brisbane City Council","brisbane","C","Queen Street Mall, Brisbane City QLD","0","false","true","","No rights-cleared hero; No active offer; Address absent or area-only; Category missing; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"26b1315f-1547-4fcc-86db-af865eb3b220","Brisbane Festival","brisbane","C","South Bank, South Brisbane QLD","1","false","true","","No rights-cleared hero; Address absent or area-only; Category missing; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"47894f9f-2518-45b5-81fa-1d8d03621619","Brisbane Motor Museum","brisbane","C","","0","false","false","https://www.brisbanemotormuseum.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"c6518ef0-c3ee-4cc3-a5bd-6f5167f3a574","Brunswick Hotel","brisbane","C","QLD","0","false","true","https://www.thebrunswickhotel.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"b61ffa5c-e3e2-470b-91ab-063d0270926c","David Jones","brisbane","C","QLD","0","false","true","https://www.davidjones.com/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"a4988adb-af77-45c0-beb0-febf3894e38a","Fitness Done Different","brisbane","B","4 Douglas Street, QLD","0","false","true","https://fd2.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"2e1027f4-bb15-4b4b-8329-a945fc79b7b1","Greenslopes Motor Inn","brisbane","B","389 Upper Cornwall Street, Greenslopes, QLD, 4120","0","false","true","https://gsmi.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"cb503c0c-750c-44d4-bc54-90e0b6226c49","Hervé's Restaurant & Bar","brisbane","C","","0","false","false","https://www.hervesrestaurantbar.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"aae6a3f2-c63d-4cfe-9964-8ff8711fbee1","Matsuri Brisbane","brisbane","C","Whites Hill State College, 138 Burn Street, Camp Hill QLD","0","false","true","","No rights-cleared hero; No active offer; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"31a990fe-e5ec-44ee-bcbb-cab9cbe194e1","Ming Ming's Kitchen","brisbane","C","QLD","0","false","true","https://www.mingmingskitchen.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"dee5ca2e-0b49-44b0-8b32-d5ae16d3ddc9","Museum of Brisbane","brisbane","A","Brisbane City Hall, 64 Adelaide Street, Brisbane City QLD","1","false","true","","No rights-cleared hero; Category missing; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"d4271934-0b7c-4a18-b3b1-e9e8df04d9fa","Palace Centro","brisbane","B","39 James Street, Fortitude Valley, QLD, 4006","0","false","true","https://www.palacecinemas.com.au/cinemas/palace-james-st/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"80b6d5f8-55b6-4e47-afed-8707cc17302c","QAGOMA","brisbane","C","South Brisbane QLD","1","false","true","","No rights-cleared hero; Address absent or area-only; Category missing; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"67f1dfdf-00d7-4ce7-bb40-21344e01db25","QBC Stadium Bar","brisbane","C","","0","false","false","https://darlingpaddington.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"a8214dfd-a87a-44aa-a528-42bcdb109512","Royal Queensland Art Society","brisbane","C","Petrie Terrace Gallery, 162 Petrie Terrace, Petrie Terrace QLD","0","false","true","","No rights-cleared hero; No active offer; Website missing","Not independently established; no deletion","Not independently re-geocoded"
"eb9cc831-c87e-4857-9d97-0a845934bb62","Scotty Barberino's Barber Shop","brisbane","B","37 Main Street, Samford Village, QLD, 4520","0","false","true","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fscottybarberinos%2F","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"4eb211c9-329a-4d60-8ebf-d38f7713b5ac","Southbank Cineplex Cinema","brisbane","C","QLD","0","false","true","https://cineplex.com.au/Cinemas/Southbank","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"3432a186-c533-40a1-97d5-4b9e31557b58","Subway","brisbane","C","QLD","0","false","true","https://www.subway.com/en-au","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"1847d970-8164-4119-8ed5-f3e0e3b403f1","The Brass","brisbane","B","116 Manson Road, QLD","0","false","true","https://www.facebook.com/people/The-Brass/100093799565639/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"88e79082-a508-42da-9a95-0d1aa934a1a4","The Summit Brisbane","brisbane","C","","0","false","false","https://summitbrisbane.com.au/function-venue-brisbane-panoramic-views","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"52174a6a-d447-4703-be64-f5be5a0ef840","West End Park Cafe","brisbane","B","305 Montague Road, QLD, 4101","0","false","true","https://westendparkcafe.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"65e31793-de3b-4cd5-899e-907fd863b609","Woolloongabba Art Gallery","brisbane","B","613 Stanley Street, Woolloongabba, QLD, 4102","0","false","true","https://wag.com.au/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"450300a9-2c77-4d35-a2b5-f29baf811a64","Zap Fitness","brisbane","C","QLD","0","false","true","https://www.zapfitness.com.au/clubs/annerley/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"deb435d1-aaea-4986-8cd1-908a58915012","Akiba","canberra","B","40 Bunda Street, Canberra ACT 2601","0","false","true","https://akiba.com.au/birthday-venue-canberra","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"f435f99d-9777-4c6c-b68b-6365e33cdabb","Bar Rochford","canberra","B","First Floor, 65 London Circuit, Canberra City ACT 2601","0","false","true","https://www.barrochford.com/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"80538558-71df-4bcb-9fdc-1b2302198cfe","Casino Canberra","canberra","C","","0","false","false","https://casinocanberra.com.au/functions/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"7f2079d6-b462-4f1a-a3f5-47f8496fefed","Cucina Ristorante","canberra","C","ACT","0","false","true","https://cucinaristorante.com.au/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"89b4b565-806a-4eb5-a1fa-71fb5bd6ab04","George Harcourt Inn","canberra","B","3 Gold Creek Road, ACT","0","false","true","https://www.georgeharcourt.com/","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"9b9354aa-64c3-4d08-84d5-216df87383f8","Kingsley's Chicken","canberra","C","ACT","0","false","true","https://www.kingsleyschicken.com/locations/weston/","No rights-cleared hero; No active offer; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
"b59a2f50-3dad-417e-aa9a-c10fe2872cf9","Monster Kitchen and Bar","canberra","B","Ground Floor, 25 Edinburgh Avenue, Canberra ACT 2601","0","false","true","https://ovolohotels.com/ovolo/nishi/monster-kitchen-and-bar","No rights-cleared hero; No active offer","Not independently established; no deletion","Not independently re-geocoded"
"47a7877b-5754-481e-a8e9-7aee102aa680","National Gallery of Australia","canberra","A","Parkes Place East, Parkes ACT","1","false","true","https://nga.gov.au/","No rights-cleared hero; Address absent or area-only","Not independently established; no deletion","Not independently re-geocoded"
