"id","name","city","grade","address","website","sourceStatus","note"
"88e79082-a508-42da-9a95-0d1aa934a1a4","The Summit Brisbane","brisbane","C","","https://summitbrisbane.com.au/function-venue-brisbane-panoramic-views","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"80538558-71df-4bcb-9fdc-1b2302198cfe","Casino Canberra","canberra","C","","https://casinocanberra.com.au/functions/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"e6d51650-ffa6-426b-9c48-a74cfd19e477","Taki","canberra","C","","https://taki.restaurant/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"66ee2349-e1c6-4662-a16e-aaf5505e4ee5","Coco Republic Darwin","darwin","C","","https://cocorepublicdarwin.com.au/functions/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"69ceaf93-9036-4762-b05d-a79c3d8c04c2","Dock One Bar and Food","darwin","C","","https://www.dockonebar.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"14e417a2-2f47-49e6-8bcf-842907b6a914","F3 Sports Social","darwin","C","","https://f3sportssocial.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"647cb412-e74b-46b6-a9cf-9cd7638beb30","Hotel Darwin","darwin","C","","https://www.thehoteldarwin.com.au/","200","Embedded map viewport coordinates are not independently verified destination pins."
"ff0534f9-cc9a-4203-978c-1086476975e7","Oyster Bar Darwin","darwin","C","","https://www.oysterbar.com.au/darwin/functions","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"91d2f36b-f681-4856-b216-f071fa4ee001","Gawler Libraries","Gawler","B","Evanston Gardens Library, 65 Angle Vale Road, Evanston Gardens SA 5116","https://www.gawler.sa.gov.au/services/library","403","Address stored; no confidently verified destination coordinate available from inspected source."
"c80d7d6e-2a1b-4d6c-b2c8-97972c9a8c54","Gold Coast Turf Club","gold-coast","C","","https://gctc.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"67700eff-35ae-4d24-a63c-db1c552821cc","Le Café Gourmand","gold-coast","C","","https://www.lecafegourmand.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"601d9735-1a57-431b-889d-2d82db779950","Social House Gold Coast","gold-coast","C","","https://www.socialhousegc.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"aef007b7-f31d-49b9-84fb-255145f106fd","Steampunk Surfers Paradise","gold-coast","A","Level 1, 3113 Surfers Paradise Boulevard, Surfers Paradise QLD 4217","https://www.steampunksurfersparadise.com.au/","200","Official venue-specific GeoCoordinates and visible address."
"f07b03ea-1a02-46d9-a460-e9c9121e873f","Xenia Grill Main Beach","gold-coast","C","","https://www.xeniagrill.com.au/","200","Reject generic site coordinates: they identify another branch near Coolangatta, not Main Beach."
"ed9329a3-b2c2-4e75-aa9f-afe272750e19","Hobart Workers Club","hobart","C","","https://www.hobartworkersclub.com.au/functions","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"628a50ac-5ec3-4963-8b0d-81251a6efbfb","Mures Hobart","hobart","C","","https://www.mures.com.au/events","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"15adcbf6-8f8c-4449-8f65-e39215727604","The Waggon","hobart","A","327 Argyle Street, North Hobart TAS 7000","https://www.thewaggon.au/","200","Destination !3d/!4d in official venue map link, not map viewport @ coordinates."
"0e744187-1134-4b15-b938-96ea6f4b2631","BangPop South Wharf","melbourne","C","","https://bangpop.com.au/functions-groups/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"9e59d75e-fc43-4f4f-b859-dbc9eac09fd4","Fable Melbourne","melbourne","C","","https://fable-melbourne.squarespace.com/function-venue-melbourne-cbd","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"b32114ae-3059-4e57-a017-cd91dee63a97","Harry's Restaurant and Bar","melbourne","C","","https://www.stamford.com.au/spm/dining/harrys-restaurant-bar/","404","Incomplete or multi-place record; establish exact venue/address before geocoding."
"f0fb813b-6985-4043-a75d-fb6b3cfe378f","Roccella Melbourne","melbourne","C","","https://www.roccellamelbourne.com.au/functions-2","404","Incomplete or multi-place record; establish exact venue/address before geocoding."
"8f3ec3a8-c105-4861-8aa6-dd9dcf9b4e73","Strato Melbourne","melbourne","C","","https://www.stratomelbourne.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"fb5ad793-194e-45b0-9028-402947877e11","The Colonial Hotel Melbourne","melbourne","C","","https://www.thecolonialhotel.com.au/functions/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"ffc38635-221c-4c6c-a801-5dbb8a0e479b","Monarto Safari Park","Monarto","B","63 Monarto Road, Monarto SA 5254","https://www.monartosafari.com.au/","200","Address stored; no confidently verified destination coordinate available from inspected source."
"f44c0de0-4b93-4c26-a4c5-e9d5866b1249","Mount Barker Community Library","Mount Barker","B","5 Dumas Street, Mount Barker SA 5251","https://www.mountbarker.sa.gov.au/community/library","403","Address stored; no confidently verified destination coordinate available from inspected source."
"e45971ff-70ab-4c97-a6df-ee5ae6e4f4c7","Margot's Perth","perth","C","","https://margots.com.au/functions-and-events/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"e188ef9c-d802-4094-a8d6-07a290436ffc","Planet Royale","perth","C","","https://www.planetroyale.com.au/functions","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"f49274f8-2bd4-429d-b351-3faf8aef1513","The Best Brew Bar & Kitchen","perth","A","707 Wellington Street, Perth WA 6000","https://www.thebestbrew.com.au/","200","Official venue-specific GeoCoordinates and visible address."
"0cb3cd8d-8a75-4e9d-bdd9-3453bbc40129","The Boat Mindarie","perth","A","33 Ocean Falls Boulevard, Mindarie WA 6030","https://themarinamindarie.com/the-boat/","200","The Boat sub-business GeoCoordinates; deliberately not parent Marina coordinates."
"8c4c418d-369e-4e2e-b9d0-8194a1001496","Universal Bar","perth","C","","https://www.universalbar.com.au/functions/","200","Embedded map viewport coordinates are not independently verified destination pins."
"b7b8bf6b-4992-403b-89ee-6c511f4e52c5","Kilnfolk","Richmond","C","Richmond, VIC","https://www.kilnfolk.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"34161111-980c-410c-9ebc-d96578417640","Burnt Orange","sydney","C","","https://www.burntorange.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"5d1e055b-f963-4e4f-b9c3-0de11f9db34f","Hugos Manly","sydney","C","","https://hugosmanly.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"0c2240de-e28b-44be-bb41-e1a08cec8090","Hurricane's Grill Circular Quay","sydney","A","L202–L203 Gateway Building, 1 Macquarie Place, Sydney NSW 2000","https://hurricanesgrillrestaurants.com.au/circular-quay/","200","Destination coordinates in the specific Circular Quay official page map link."
"52a27cea-d810-4aff-8cde-dcc6f3ffe598","O Bar and Dining","sydney","C","","https://www.obardining.com.au/","200","Incomplete or multi-place record; establish exact venue/address before geocoding."
"4c1c0664-dac4-430f-a12d-4694793d0483","Steersons Steakhouse","sydney","A","17 Lime Street, King Street Wharf, Sydney NSW 2000","https://steersons.com/","200","Destination !3d/!4d coordinates in official venue map link."
"e39f6fcf-70a3-42d5-a67f-b607d42adfc7","Ngutungka West Lakes","West Lakes","B","9 Charles Street, West Lakes SA 5021","https://www.charlessturt.sa.gov.au/community/library/our-libraries/ngutungka-west-lakes","403","Address stored; no confidently verified destination coordinate available from inspected source."
